path,classification,next_action,rationale
"roof-flashing-grapevine.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"roof-repair-vs-replacement-arlington.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"roof-ventilation-plano.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"rowlett-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rowlett-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"siding-repair-rowlett.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"southlake-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"southlake-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"storm-damage-documentation-fort-worth.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"walk-in-shower-cost-midlothian.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"water-damage-cabinet-repair-lewisville.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"water-damage-rebuild-process-dallas.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"waxahachie-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"waxahachie-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"weatherford.html","ready-for-sitemap","add-next","Strong city hub with 780 visible words OG image Twitter card canonical and structured data"
"wood-fence-repair-vs-replacement-waxahachie.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
